FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,sexe
Andrew Holbrook,5' 11",155 lbs.,70",Southpaw,1986-02-06,M
Sean Holden,5' 10",170 lbs.,--,,1984-09-17,M
Chris Holdsworth,5' 11",135 lbs.,--,,1987-10-24,M
Kevin Holland,6' 3",185 lbs.,81",Orthodox,1992-11-05,M
Roger Hollett,5' 11",205 lbs.,--,Orthodox,1978-10-08,M
Max Holloway,5' 11",145 lbs.,69",Orthodox,1991-12-04,M
Gabrielle Holloway,5' 3",145 lbs.,--,,1990-04-15,F
Jeremie Holloway,6' 0",170 lbs.,--,,1984-09-29,M
Holly Holm,5' 8",135 lbs.,69",Southpaw,1981-10-17,F
Rex Holman,6' 3",205 lbs.,--,Southpaw,,M
Joseph Holmes,6' 4",185 lbs.,80",Orthodox,1995-07-04,M
Kurt Holobaugh,5' 11",155 lbs.,70",Orthodox,1986-09-08,M
Paddy Holohan,5' 10",125 lbs.,69",Orthodox,1988-05-03,M
Ben Holscher,5' 11",155 lbs.,--,,,M
Mark Holst,6' 0",155 lbs.,--,Orthodox,1985-08-14,M
Scott Holtzman,5' 9",155 lbs.,69",Orthodox,1983-09-30,M
Sabah Homasi,6' 0",170 lbs.,72",Orthodox,1988-10-19,M
Mark Hominick,5' 8",145 lbs.,68",Orthodox,1982-07-22,M
Barb Honchak,5' 4",125 lbs.,65",Orthodox,1979-08-30,F
Chris Honeycutt,5' 10",170 lbs.,73",,1988-07-25,M
Satoshi Honma,6' 1",205 lbs.,--,Orthodox,1968-05-19,M
David Hood,6' 0",200 lbs.,--,,,M
Lorenzo Hood,6' 3",265 lbs.,80",Southpaw,1989-03-02,M
Dan Hooker,6' 0",145 lbs.,75",Switch,1990-02-13,M
Chase Hooper,6' 1",145 lbs.,74",Southpaw,1999-09-13,M
Darrell Horcher,5' 10",155 lbs.,70",Southpaw,1987-07-28,M
Moti Horenstein,6' 4",230 lbs.,--,Orthodox,,M
Yoshinori Horie,5' 8",145 lbs.,70",Orthodox,1995-05-10,M
Kyoji Horiguchi,5' 5",125 lbs.,66",Orthodox,1990-10-12,M
Jeremy Horn,6' 1",185 lbs.,74",Orthodox,1975-08-25,M
Matt Horning,5' 4",125 lbs.,--,,,M
Chris Horodecki,5' 9",155 lbs.,69",Orthodox,1987-09-24,M
Jamey-Lyn Horth,5' 7",125 lbs.,--,,1990-03-30,F
Matt Horwich,6' 1",185 lbs.,--,Orthodox,1978-10-02,M
John Hosman,5' 10",135 lbs.,--,Southpaw,1980-11-13,M
Saeed Hosseini,--,265 lbs.,--,,,M
Jeff Hougland,5' 7",135 lbs.,68",Orthodox,1978-08-02,M
Trey Houston,5' 11",185 lbs.,--,,,M
Jamie Houston,--,185 lbs.,--,,,M
Brian Houston,6' 2",185 lbs.,--,Orthodox,1981-04-26,M
Harold Howard,6' 2",240 lbs.,--,Orthodox,,M
John Howard,5' 7",170 lbs.,72",Orthodox,1983-03-01,M
Shane Howell,5' 8",125 lbs.,--,Orthodox,1983-11-28,M
Hu Yaozong,6' 3",185 lbs.,72",Orthodox,1995-04-07,M
Carlos Huachin,5' 4",135 lbs.,67",Southpaw,1996-06-04,M
Brady Huang,5' 9",135 lbs.,69",Orthodox,1992-12-16,M
Austin Hubbard,5' 10",155 lbs.,71",Orthodox,1991-12-22,M
Collin Huckbody,6' 3",185 lbs.,76",Orthodox,1994-09-29,M
Alex Huddleston,6' 7",254 lbs.,--,,1986-08-11,M
Roger Huerta,5' 9",155 lbs.,70",Orthodox,1983-05-20,M
Casey Huffman,6' 3",185 lbs.,--,,,M
Matt Hughes,5' 9",170 lbs.,73",Switch,1973-10-13,M
Mark Hughes,5' 9",205 lbs.,--,Southpaw,1973-10-13,M
Jeff Hughes,6' 2",250 lbs.,77",Orthodox,1988-05-17,M
Sam Hughes,5' 5",115 lbs.,64",Orthodox,1992-06-28,F
David Hulett,5' 10",170 lbs.,--,,1980-09-07,M
Bryan Humes,--,265 lbs.,--,,,M
Abongo Humphrey,5' 11",205 lbs.,--,Orthodox,,M
Harry Hunsucker,6' 2",241 lbs.,75",Orthodox,1989-01-03,M
Mark Hunt,5' 10",265 lbs.,72",Orthodox,1974-03-23,M
Alex Hunter,5' 9",226 lbs.,--,Orthodox,,M
Adam Hunter,6' 1",185 lbs.,--,Orthodox,1983-10-16,M
Joe Hurley,5' 8",155 lbs.,--,,1978-06-24,M
Solomon Hutcherson,5' 11",185 lbs.,--,Southpaw,1972-08-31,M
Al Iaquinta,5' 10",155 lbs.,70",Orthodox,1987-04-30,M
Khadis Ibragimov,6' 3",205 lbs.,78",Orthodox,1995-05-21,M
Minoki Ichihara,5' 7",178 lbs.,--,Orthodox,,M
Dan Ige,5' 7",145 lbs.,71",Orthodox,1991-08-06,M
Valeri Ignatov,5' 9",170 lbs.,--,Orthodox,,M
Sergey Ignatov,5' 9",210 lbs.,--,Orthodox,,M
Fabiano Iha,5' 8",155 lbs.,--,Orthodox,1970-07-28,M
Seichi Ikemoto,5' 11",168 lbs.,--,Orthodox,1975-08-24,M
Mikhail Iloukhine,5' 9",205 lbs.,--,Orthodox,1966-11-21,M
Zelim Imadaev,6' 0",170 lbs.,76",Orthodox,1995-01-25,M
Yusuke Imamura,5' 8",220 lbs.,--,Orthodox,,M
Masakazu Imanari,5' 4",139 lbs.,--,Southpaw,1976-02-10,M
Nassourdine Imavov,6' 3",185 lbs.,75",Orthodox,1995-03-01,M
Brad Imes,6' 7",265 lbs.,--,Orthodox,1977-03-13,M
Chris Indich,5' 10",170 lbs.,--,,1987-04-22,M
Chris Inman,--,--,--,,,M
Guto Inocente,6' 3",205 lbs.,--,Orthodox,1986-05-29,M
Enson Inoue,5' 10",210 lbs.,--,Orthodox,1967-04-15,M
Egan Inoue,5' 9",190 lbs.,--,Southpaw,1965-07-04,M
Katsuya Inoue,5' 9",168 lbs.,--,Southpaw,1979-08-10,M
Takeshi Inoue,5' 8",145 lbs.,--,,1980-03-18,M
Naoki Inoue,5' 9",125 lbs.,71",Orthodox,1997-06-14,M
Inoue Inoue Mizuki,5' 3",125 lbs.,65",Orthodox,1994-08-19,F
Jorge Interiano,6' 1",205 lbs.,--,,,M
Jason Ireland,5' 9",161 lbs.,--,Southpaw,1979-12-30,M
James Irvin,6' 2",205 lbs.,75",Orthodox,1978-09-12,M
Eric Irvin,5' 8",155 lbs.,--,,1986-01-10,M
Mitsuhiro Ishida,5' 6",154 lbs.,--,Southpaw,1978-12-29,M
Teruto Ishihara,5' 7",135 lbs.,69",Southpaw,1991-07-23,M
Satoshi Ishii,5' 11",240 lbs.,--,Orthodox,1986-12-19,M
Yuki Ishikawa,5' 11",205 lbs.,--,Orthodox,,M
Eiji Ishikawa,5' 10",170 lbs.,--,,1979-10-12,M
Tokimitsu Ishizawa,6' 0",185 lbs.,--,Orthodox,1968-08-05,M
Damir Ismagulov,5' 10",155 lbs.,74",Orthodox,1991-02-03,M
Wallid Ismail,5' 7",205 lbs.,--,Orthodox,1968-02-23,M
Leandro Issa,5' 7",135 lbs.,69",Orthodox,1983-09-19,M
Blagoy Ivanov,5' 11",250 lbs.,73",Southpaw,1986-10-09,M
Anthony Ivy,6' 2",185 lbs.,74",Orthodox,1990-01-23,M
Tomomi Iwama,5' 3",155 lbs.,--,Orthodox,,M
Tatsuya Iwasaki,5' 9",205 lbs.,--,Orthodox,,M
Yoislandy Izquierdo,5' 11",155 lbs.,--,Southpaw,1984-01-09,M
Hiroshi Izumi,--,205 lbs.,--,Orthodox,1982-06-22,M
Yves Jabouin,5' 7",135 lbs.,68",Orthodox,1979-05-30,M
Kevin Jackson,5' 10",199 lbs.,--,Switch,,M
Eugene Jackson,5' 8",185 lbs.,--,Orthodox,1966-09-23,M
Quinton Jackson,6' 1",205 lbs.,73",Orthodox,1978-06-20,M
Jeremy Jackson,5' 10",170 lbs.,--,Orthodox,1982-09-19,M
Damon Jackson,5' 11",145 lbs.,71",Switch,1988-08-08,M
Kenyon Jackson,6' 0",185 lbs.,--,,,M
Mike Jackson,6' 2",170 lbs.,--,Orthodox,1985-03-22,M
Jason Jackson,6' 1",170 lbs.,78",Orthodox,1990-10-30,M
Montel Jackson,5' 10",135 lbs.,75",Southpaw,1992-04-24,M
Eric Jacob,--,155 lbs.,--,,,M
Dustin Jacoby,6' 3",205 lbs.,76",Orthodox,1988-04-04,M
Justin James,5' 10",155 lbs.,--,Orthodox,1976-11-08,M
Nate James,6' 0",185 lbs.,--,,1978-05-29,M
Virna Jandiroba,5' 3",115 lbs.,64",Orthodox,1988-05-30,F
Ryan Janes,6' 3",185 lbs.,76",Orthodox,1981-08-22,M
Josh Janousek,5' 11",185 lbs.,--,Orthodox,1980-09-25,M
Dave Jansen,5' 9",155 lbs.,73",Orthodox,1979-08-21,M
Jaime Jara,6' 1",205 lbs.,--,Southpaw,1969-08-02,M
Gigo Jara,5' 9",145 lbs.,--,,,M
Keith Jardine,6' 2",185 lbs.,76",Orthodox,1975-10-31,M
Brock Jardine,5' 11",170 lbs.,--,Orthodox,1985-07-10,M
Josh Jarvis,--,--,--,,,M
Rony Jason,5' 7",145 lbs.,73",Orthodox,1984-03-21,M
Jasmine Jasudavicius,5' 7",125 lbs.,68",Orthodox,1989-03-01,F
Louis Jauregui,5' 7",170 lbs.,--,,,M
Justin Jaynes,5' 7",145 lbs.,68",Orthodox,1989-08-10,M
Joanna Jedrzejczyk,5' 6",115 lbs.,65",Orthodox,1987-08-18,F
Aaron Jeffery,6' 2",185 lbs.,73",Orthodox,1992-11-14,M
Trent Jenkins,6' 2",185 lbs.,--,,,M
Bubba Jenkins,5' 7",145 lbs.,--,,1988-02-05,M
Adrienna Jenkins,5' 8",145 lbs.,--,,1981-07-22,F
Brandon Jenkins,6' 0",155 lbs.,71",Switch,1991-09-30,M
Steve Jennum,5' 10",215 lbs.,--,Orthodox,,M
Ryan Jensen,6' 1",185 lbs.,76",Orthodox,1977-09-20,M
Kyle Jensen,5' 9",170 lbs.,--,Orthodox,1979-07-20,M
Chan-Mi Jeon,5' 5",115 lbs.,--,Orthodox,1997-08-28,F
Maciej Jewtuszko,6' 0",155 lbs.,--,Southpaw,1981-01-31,M
Ronald Jhun,5' 11",170 lbs.,--,Orthodox,1970-09-21,M
Gilbert Jimenez,--,155 lbs.,--,,,M
Art Jimmerson,6' 1",196 lbs.,--,Orthodox,1963-08-04,M
Ryan Jimmo,6' 1",205 lbs.,73",Orthodox,1981-11-27,M
Sung Bin Jo,6' 0",145 lbs.,72",Orthodox,1992-07-17,M
Carls John De Tomas,5' 5",125 lbs.,71",Southpaw,1996-08-28,M
Phil Johns,5' 2",170 lbs.,--,Southpaw,1968-10-22,M
Brett Johns,5' 7",135 lbs.,71",Orthodox,1992-02-21,M
Miles Johns,5' 7",135 lbs.,66",Orthodox,1994-03-30,M
Anthony Johnson,6' 2",205 lbs.,78",Orthodox,1984-03-06,M
DaMarques Johnson,6' 1",170 lbs.,75",Orthodox,1982-06-28,M
Devin Johnson,--,--,--,,,M
Travis Johnson,--,205 lbs.,--,,,M
Ricky Johnson,5' 8",145 lbs.,--,Orthodox,,M
Tony Johnson,6' 2",205 lbs.,76",Orthodox,1983-05-02,M
Lavar Johnson,6' 4",240 lbs.,82",Orthodox,1977-06-11,M
Demetrious Johnson,5' 3",125 lbs.,66",Orthodox,1986-08-13,M
Michael Johnson,5' 10",155 lbs.,73",Southpaw,1986-06-04,M
Deshaun Johnson,--,167 lbs.,--,,,M
Kajan Johnson,5' 11",155 lbs.,75",Orthodox,1984-04-21,M
Dashon Johnson,5' 7",145 lbs.,--,Orthodox,1988-01-25,M
Timothy Johnson,6' 3",265 lbs.,77",Southpaw,1985-03-13,M
Jordan Johnson,6' 2",205 lbs.,79",Orthodox,1988-11-18,M
Taylor Johnson,6' 0",185 lbs.,74",Switch,1990-11-09,M
Chad Johnson,6' 2",230 lbs.,80",Orthodox,1986-07-22,M
Jose Johnson,6' 0",135 lbs.,72",Orthodox,1995-05-25,M
Brian Johnston,6' 3",230 lbs.,--,Orthodox,,M
Liana Jojua,5' 4",125 lbs.,62",Orthodox,1995-03-22,F
Daniel Jolly,6' 1",205 lbs.,75",Orthodox,1984-09-03,M
Paul Jones,5' 9",199 lbs.,--,Orthodox,1963-06-16,M
Jon Jones,6' 4",205 lbs.,84",Orthodox,1987-07-19,M
Nathan Jones,6' 11",345 lbs.,--,Orthodox,1970-08-21,M
Marcus Jones,6' 6",265 lbs.,--,Orthodox,1973-08-15,M
Carlton Jones,6' 1",225 lbs.,--,Orthodox,,M
Jesse Jones,5' 9",170 lbs.,--,,,M
Tito Jones,5' 8",145 lbs.,--,Southpaw,1981-07-31,M
Roy Jones,--,205 lbs.,--,,1983-10-26,M
Justin Jones,5' 11",185 lbs.,--,Orthodox,1987-09-06,M
Ben Jones,--,185 lbs.,--,,,M
Victor Jones,--,145 lbs.,--,,,M
Chris Jones,5' 9",149 lbs.,--,,1981-11-16,M
Roshaun Jones,5' 8",135 lbs.,--,,,M
Jamelle Jones,6' 0",205 lbs.,75",Orthodox,1988-01-31,M
Antonio Jones,5' 11",185 lbs.,--,Orthodox,1985-04-12,M
Trevin Jones,5' 7",135 lbs.,70",Southpaw,1990-08-04,M
Mason Jones,5' 10",155 lbs.,74",Orthodox,1995-04-26,M
Jocelyn Jones-Lybarger,5' 7",115 lbs.,64",Orthodox,1985-10-04,F
Kevin Jordan,6' 3",245 lbs.,--,Orthodox,1970-12-31,M
Joe Jordan,5' 6",155 lbs.,--,Orthodox,1978-07-27,M
Shawn Jordan,6' 0",260 lbs.,75",Southpaw,1984-10-21,M
Ivan Jorge,5' 9",155 lbs.,73",Orthodox,1980-11-07,M
Scott Jorgensen,5' 5",135 lbs.,66",Orthodox,1982-09-17,M
Gareth Joseph,--,205 lbs.,--,,,M
Dwight Joseph,5' 6",135 lbs.,--,Switch,1989-08-16,M
Jeff Joslin,6' 0",170 lbs.,--,Orthodox,1975-04-30,M
Krzysztof Jotko,6' 1",185 lbs.,77",Southpaw,1989-08-19,M
Alan Jouban,6' 0",170 lbs.,73",Southpaw,1981-11-25,M
Charles Jourdain,5' 9",145 lbs.,69",Switch,1995-11-27,M
Mike Joy,5' 6",155 lbs.,--,Southpaw,1985-07-18,M
Dustin Joynson,6' 6",244 lbs.,78",Orthodox,1985-10-14,M
Tony Juarez,--,155 lbs.,--,,,M
Jesse Juarez,6' 1",170 lbs.,--,Orthodox,1981-05-08,M
Steve Judson,5' 11",230 lbs.,--,Orthodox,,M
Luke Jumeau,5' 11",170 lbs.,72",Orthodox,1988-02-12,M
Bu-Kyung Jung,5' 7",154 lbs.,--,Orthodox,1978-05-26,M
Chan Sung Jung,5' 7",145 lbs.,72",Orthodox,1987-03-17,M
Young Sam Jung,5' 8",139 lbs.,--,Orthodox,1985-10-27,M
Da-Un Jung,6' 4",205 lbs.,78",Orthodox,1993-12-07,M
Scott Junk,6' 1",265 lbs.,--,Orthodox,1978-12-17,M
Myles Jury,5' 10",145 lbs.,73",Orthodox,1988-10-31,M
Cristiane Justino,5' 8",145 lbs.,68",Orthodox,1985-07-09,M
Patrick Kaase,5' 9",185 lbs.,--,,,M
Emily Kagan,5' 3",115 lbs.,--,,1981-07-14,F
Oron Kahlon,5' 8",135 lbs.,70",Orthodox,1984-11-04,M
Sirwan Kakai,5' 5",135 lbs.,--,Orthodox,1989-10-03,M
Saidyokub Kakhramonov,5' 8",135 lbs.,69",Orthodox,1995-11-14,M
Geza Kalman,6' 1",200 lbs.,--,,,M
Bryson Kamaka,5' 11",170 lbs.,--,Orthodox,,M
Kai Kamaka,5' 7",145 lbs.,69",Orthodox,1995-01-05,M
Martin Kampmann,6' 0",170 lbs.,72",Orthodox,1982-04-17,M
Bharat Kandare,5' 7",135 lbs.,72",Orthodox,1987-06-20,M
Hiromitsu Kanehara,5' 10",200 lbs.,--,Orthodox,1970-10-05,M
Masanori Kanehara,5' 7",135 lbs.,67",Orthodox,1982-11-19,M
Ken Kaneko,6' 0",161 lbs.,--,Orthodox,,M
Denis Kang,5' 11",185 lbs.,77",Orthodox,1977-09-17,M
Kyung Ho Kang,5' 9",135 lbs.,73",Orthodox,1987-09-09,M
Manel Kape,5' 5",125 lbs.,68",Southpaw,1993-11-14,M
David Kaplan,5' 7",155 lbs.,--,Orthodox,1979-11-16,M
Kai Kara-France,5' 4",125 lbs.,69",Orthodox,1993-03-26,M
Georgi Karakhanyan,5' 8",145 lbs.,--,,1985-05-29,M
Alex Karalexis,5' 8",155 lbs.,66",Orthodox,1977-09-20,M
Impa Kasanganay,5' 11",170 lbs.,75",Orthodox,1994-01-17,M
Nadia Kassem,5' 5",125 lbs.,66",Southpaw,1995-11-15,F
Yusuke Kasuya,5' 7",155 lbs.,--,Southpaw,1989-11-16,M
Tetsuji Kato,--,155 lbs.,--,Orthodox,,M
Hisaki Kato,6' 0",185 lbs.,--,,1982-09-17,M
Brad Katona,5' 6",135 lbs.,64",Orthodox,1991-12-19,M
Calvin Kattar,5' 11",145 lbs.,72",Orthodox,1988-03-26,M
Sarah Kaufman,5' 5",135 lbs.,66",Orthodox,1985-09-20,F
Yusuke Kawaguchi,6' 0",255 lbs.,--,,1980-08-14,M
Canaan Kawaihae,6' 0",145 lbs.,71",Southpaw,1997-08-26,M
Tatsuya Kawajiri,5' 7",145 lbs.,69",Orthodox,1978-05-08,M
Ryo Kawamura,5' 11",205 lbs.,--,Orthodox,1981-06-29,M
Doug Kay,--,--,--,,,M
Julie Kedzie,5' 5",135 lbs.,--,Orthodox,1981-03-18,F
Ryan Keenan,5' 10",170 lbs.,--,,1985-06-15,M
CJ Keith,6' 0",155 lbs.,--,Orthodox,1986-08-09,M
Chris Kelades,5' 7",125 lbs.,68",Orthodox,1981-02-21,M
Brian Kelleher,5' 6",135 lbs.,66",Switch,1986-08-19,M
Mayana Kellem,5' 5",135 lbs.,--,Orthodox,1981-07-07,F
Tony Kelley,5' 9",135 lbs.,70",Switch,1987-01-21,M
Paul Kelly,5' 9",155 lbs.,70",Orthodox,1984-09-12,M
John Kelly,5' 9",170 lbs.,--,,1978-08-02,M
Daniel Kelly,6' 0",185 lbs.,70",Southpaw,1977-10-31,M
Tim Kennedy,5' 11",185 lbs.,74",Orthodox,1979-09-01,M
Steve Kennedy,5' 11",170 lbs.,--,Orthodox,1983-03-07,M
Jeremy Kennedy,5' 11",145 lbs.,71",Orthodox,1992-09-16,M
Waylon Kennell,6' 0",185 lbs.,--,,,M
Casey Kenney,5' 7",135 lbs.,68",Southpaw,1991-03-20,M
Aurelijus Kerpe,--,--,--,Orthodox,,M
Mark Kerr,6' 3",266 lbs.,--,Switch,1968-12-21,M
Will Kerr,5' 10",155 lbs.,69",Orthodox,1982-10-21,M
Ron Keslar,--,185 lbs.,--,,,M
Rustam Khabilov,5' 8",155 lbs.,73",Orthodox,1986-11-04,M
Adam Khaliev,6' 0",170 lbs.,--,Orthodox,1984-04-16,M
Sergey Khandozhko,6' 1",170 lbs.,74",Orthodox,1992-05-19,M
Sergei Kharitonov,6' 0",245 lbs.,--,Orthodox,1980-08-18,M
Alfred Khashakyan,5' 8",135 lbs.,70",Orthodox,1988-07-17,M
Aliaskhab Khizriev,5' 9",185 lbs.,74",Southpaw,1990-08-24,M
Pannie Kianzad,5' 7",135 lbs.,66",Orthodox,1991-12-08,F
Akira Kikuchi,5' 8",155 lbs.,--,Orthodox,1978-07-23,M
Katsunori Kikuno,5' 8",145 lbs.,66",Orthodox,1981-10-31,M
Sanae Kikuta,5' 9",200 lbs.,--,Orthodox,1971-09-10,M
Jacob Kilburn,5' 9",145 lbs.,72",Orthodox,1995-06-28,M
Dong Hyun Kim,6' 2",170 lbs.,76",Southpaw,1981-11-17,M
Jin Oh Kim,5' 9",205 lbs.,--,Orthodox,,M
Dae Won Kim,5' 11",180 lbs.,--,Orthodox,,M
Jong Wang Kim,6' 1",240 lbs.,--,,,M
Jong Won Kim,5' 7",139 lbs.,--,Orthodox,,M
Min Soo Kim,6' 1",255 lbs.,--,Southpaw,1975-01-22,M
Jong Man Kim,5' 7",139 lbs.,--,Orthodox,1978-03-03,M
Ji Yeon Kim,5' 7",125 lbs.,72",Orthodox,1989-10-18,F
Jeremy Kimball,6' 0",205 lbs.,72",Switch,1991-01-03,M
Rob Kimmons,5' 10",185 lbs.,73",Orthodox,1981-01-30,M
Dustin Kimura,5' 7",135 lbs.,71",Orthodox,1989-05-21,M
Taiei Kin,5' 11",185 lbs.,--,Orthodox,1970-07-08,M
Mike King,6' 3",185 lbs.,--,,1983-08-04,M
Kyle Kingsbury,6' 4",205 lbs.,79",Orthodox,1982-03-22,M
Kamuela Kirk,5' 10",145 lbs.,75",Switch,1994-04-13,M
Yurij Kiseliov,5' 8",185 lbs.,--,Orthodox,,M
Justine Kish,5' 5",125 lbs.,64",Orthodox,1988-04-13,F
Koji Kitao,6' 7",350 lbs.,--,Southpaw,1963-10-12,M
Satoru Kitaoka,5' 6",154 lbs.,--,,1980-02-04,M
Ludovit Klein,5' 7",145 lbs.,72",Southpaw,1995-02-22,M
Seth Kleinbeck,6' 2",185 lbs.,--,,1973-07-25,M
Stefan Klever,--,185 lbs.,--,Orthodox,,M
Drakkar Klose,5' 9",155 lbs.,70",Orthodox,1988-03-09,M
Michael Knaap,6' 2",220 lbs.,--,Orthodox,1984-02-27,M
Kevin Knabjian,5' 10",170 lbs.,--,Orthodox,1984-07-05,M
Jason Knight,5' 10",145 lbs.,71",Orthodox,1992-07-14,M
William Knight,5' 10",205 lbs.,73",Orthodox,1988-04-03,M
Isao Kobayashi,5' 8",145 lbs.,--,,1988-10-28,M
Kelly Kobold,5' 6",135 lbs.,--,Orthodox,1983-02-25,F
Erik Koch,5' 10",170 lbs.,71",Southpaw,1988-10-04,M
Sokun Koh,6' 1",205 lbs.,--,,,M
Shingo Kohara,5' 6",135 lbs.,--,,,M
Brad Kohler,5' 9",220 lbs.,--,Orthodox,1964-05-26,M
Charlie Kohler,5' 9",155 lbs.,--,Orthodox,1976-07-16,M
Tsuyoshi Kohsaka,5' 11",225 lbs.,--,Orthodox,1970-03-06,M
Kaloyan Kolev,6' 2",205 lbs.,73",Orthodox,1992-10-17,M
John Kolosci,5' 11",185 lbs.,--,Orthodox,1974-11-26,M
Yuki Kondo,5' 11",183 lbs.,--,Southpaw,1975-07-17,M
Syuri Kondo,5' 4",115 lbs.,66",Orthodox,1989-02-08,F
Cheick Kongo,6' 4",240 lbs.,82",Orthodox,1975-05-17,M
Andrei Kopylov,6' 2",265 lbs.,--,Orthodox,1965-07-16,M
Roman Kopylov,6' 0",185 lbs.,75",Southpaw,1991-05-04,M
Bruno Korea,5' 6",135 lbs.,65",,1991-06-28,M
Andrey Koreshkov,6' 0",170 lbs.,--,,1990-08-23,M
Josh Koscheck,5' 10",170 lbs.,73",Orthodox,1977-11-30,M
Naoyuki Kotani,5' 8",155 lbs.,66",Southpaw,1981-12-08,M
Ilya Kotau,--,170 lbs.,--,,,M
Iouri Kotchkine,6' 2",235 lbs.,--,Orthodox,,M
Matt Kovacs,6' 0",244 lbs.,--,Orthodox,,M
Marcus Kowal,--,135 lbs.,--,,,M
Karolina Kowalkiewicz,5' 3",115 lbs.,64",Orthodox,1985-10-15,F
Steve Kozola,--,155 lbs.,--,,,M
Derrick Krantz,5' 10",170 lbs.,72",Orthodox,1988-01-13,M
James Krause,6' 2",170 lbs.,73",Orthodox,1986-06-04,M
Pascal Krauss,6' 1",170 lbs.,--,Orthodox,1987-04-19,M
Rene Kronvold,5' 8",170 lbs.,--,Orthodox,,M
Jorgen Kruth,6' 2",205 lbs.,--,,1974-05-08,M
Nikita Krylov,6' 3",205 lbs.,77",Orthodox,1992-03-07,M
Mariusz Ksiazkiewicz,6' 3",185 lbs.,75",Southpaw,1989-10-04,M
Junya Kudo,--,135 lbs.,--,Orthodox,,M
John Kuhner,--,170 lbs.,--,,1982-10-12,M
Michael Kuiper,6' 0",185 lbs.,73",Orthodox,1989-06-07,M
Anton Kuivanen,5' 8",155 lbs.,72",Orthodox,1984-05-01,M
Maiju Kujala,--,135 lbs.,--,,,F
Aleksei Kunchenko,5' 8",170 lbs.,70",Orthodox,1984-05-02,M
Rizvan Kuniev,6' 4",240 lbs.,76",Orthodox,1992-10-03,M
Keigo Kunihara,6' 0",235 lbs.,--,Orthodox,,M
Kiichi Kunimoto,5' 10",170 lbs.,71",Orthodox,1981-05-01,M
Yana Kunitskaya,5' 6",135 lbs.,68",Orthodox,1989-11-11,F
Leo Kuntz,5' 10",155 lbs.,--,Orthodox,1983-10-03,M
Korey Kuppe,6' 5",170 lbs.,77",Switch,1989-01-23,M
Ramazan Kuramagomedov,6' 1",170 lbs.,73",Orthodox,1996-08-23,M
Tsuyoshi Kurihara,5' 10",185 lbs.,--,Orthodox,1973-07-13,M
Eldari Kurtanidze,5' 6",235 lbs.,--,Orthodox,1972-04-16,M
Kyle Kurtz,--,170 lbs.,--,,,M
Guram Kutateladze,5' 11",155 lbs.,72",Orthodox,1992-01-08,M
Lina Kvokov,5' 9",135 lbs.,--,Orthodox,,F
Kaleo Kwan,5' 7",155 lbs.,--,,1970-08-01,M
Jarrod Kwitty,5' 8",185 lbs.,--,,,M
Mike Kyle,6' 4",205 lbs.,77",Orthodox,1980-03-31,M
Achmed Labasanov,6' 3",215 lbs.,--,Orthodox,1978-04-24,M
Josh LaBerge,5' 10",145 lbs.,--,,,M
Jeremiah Labiano,5' 10",135 lbs.,--,,,M
Kemran Lachinov,--,170 lbs.,--,,,M
Aspen Ladd,5' 6",145 lbs.,66",Orthodox,1995-03-01,F
Ryan LaFlare,6' 1",170 lbs.,74",Southpaw,1983-10-01,M
Ben Lagman,6' 2",185 lbs.,--,,1986-09-04,M
Noad Lahat,5' 9",145 lbs.,69",Orthodox,1984-06-08,M
Tina Lahdemaki,5' 2",115 lbs.,--,Orthodox,1988-05-28,F
Yohan Lainesse,6' 1",170 lbs.,76",Orthodox,1992-08-14,M
Tim Lajcik,6' 1",225 lbs.,--,Orthodox,1965-06-21,M
Todd Lally,5' 7",145 lbs.,--,Orthodox,,M
Sean Lally,6' 0",170 lbs.,--,Orthodox,1990-11-04,M
Ricardo Lamas,5' 8",145 lbs.,71",Orthodox,1982-05-21,M
Jason Lambert,6' 3",185 lbs.,75",Orthodox,1975-06-03,M
Jose Landi-Jons,5' 11",170 lbs.,--,Orthodox,1973-09-09,M
Nate Landwehr,5' 9",145 lbs.,72",Orthodox,1988-06-06,M
Austen Lane,6' 6",245 lbs.,--,Orthodox,1987-11-09,M
Aaron Lanfranco,--,155 lbs.,--,,1986-08-26,M
Jeremy Lang,5' 11",205 lbs.,--,Southpaw,1975-05-11,M
Lionel Lanham,--,205 lbs.,--,,1980-08-31,M
Lina Lansberg,5' 7",135 lbs.,65",Orthodox,1982-03-13,M
Taylor Lapilus,5' 6",135 lbs.,73",Southpaw,1992-04-08,M
Chad Laprise,5' 10",170 lbs.,71",Orthodox,1986-07-23,M
Anthony Lapsley,5' 9",170 lbs.,--,Southpaw,1980-02-13,M
TJ Laramie,5' 6",145 lbs.,66",Orthodox,1997-10-15,M
Icho Larenas,6' 3",235 lbs.,--,Orthodox,1980-03-12,M
Lorenz Larkin,5' 11",170 lbs.,72",Orthodox,1986-09-03,M
Jeremy Larsen,5' 10",145 lbs.,70",Orthodox,1984-05-18,M
Brock Larson,5' 11",170 lbs.,71",Southpaw,1977-08-23,M
Ryan Larson,--,170 lbs.,--,,1980-12-30,M
Bobby Lashley,6' 3",255 lbs.,78",Orthodox,1976-07-16,M
Ilir Latifi,5' 10",230 lbs.,73",Orthodox,1983-07-28,M
Sione Latu,6' 0",215 lbs.,--,,,M
Jenel Lausa,5' 5",125 lbs.,68",Orthodox,1988-08-01,M
